,F001,F002,F003,F004,F005,F006,F007,F008,F009,F010,F011,F012,F013,F014,F015,F016,F017,F018,F019,F020,F021,F022,F023,F024,F025,F026,F027,F028,F029,F030,F031,F032,F033,F034,F035,F036,F037,F038,F039,F040,F041,F042,F043,F044,F045,F046,F047,F048,F049,F050,F051,F052,F053,F054,F055,F056,F057,F058,F059,F060,F061,F062,F063,F064,F065,F066,F067,F068,F069,F070,F071,F072,F073,F074,F075,F076,F077,F078,F079,F080,F081,F082,F083,F084,F085,F086,F087,F088,F089,F090,F091,F092,F093,F094,F095,F096,F097,F098,F099,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145
5ea0_H,   2.00000,   1.80000,  44.00000,  38.60000,  74.00000,  64.90000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   3.00000,   2.60000,   0.00000,   0.00000,   0.00000,   0.00000,   8.00000,   7.00000,  11.00000,   9.60000,   2.00000,   1.80000,   1.00000,   0.90000,6374.60000,   0.00000, 127.00000,1924.00000, 740.00000,   0.00000, 924.00000, 895.00000,1764.00000,   0.39198,   0.38277,   0.45731,   0.41535,   0.33583,   0.52438,   0.07830,   0.36773,   0.52146,   0.41299,   0.12962,   0.13817,   0.20296,   0.56762,   0.33760,   0.24129,   0.74715,   0.39170,   0.39752,   0.19545,   0.21814,   0.28672,4888.85000,1527.96000,1796.29000, 673.13000,3092.56000, 854.83000,   5.00000,   5.00000,   2.00000,   6.00000,   0.00000,   2.00000,   2.00000,  10.00000,   0.00000,   0.00000,   1.00000,   5.00000,   1.00000,   1.00000,   4.00000,   5.00000,   4.00000,   0.00000,   1.00000,   3.00000,   7.00000,   2.00000,   0.00000,   0.00000,   2.00000,   2.00000,   1.00000,   4.00000,   1.00000,   1.00000,   5.00000,   1.00000,   2.00000,   3.00000,   0.00000,   4.00000,   2.00000,   3.00000,   4.00000,   7.00000,   0.04630,   0.04630,   0.01852,   0.05556,   0.00000,   0.01852,   0.01852,   0.09259,   0.00000,   0.00000,   0.00926,   0.04630,   0.00926,   0.00926,   0.03704,   0.04630,   0.03704,   0.00000,   0.00926,   0.02778,   0.06481,   0.01852,   0.00000,   0.00000,   0.01852,   0.01852,   0.00926,   0.03704,   0.00926,   0.00926,   0.04630,   0.00926,   0.01852,   0.02778,   0.00000,   0.03704,   0.01852,   0.02778,   0.03704,   0.06481
5e8e_B,   0.00000,   0.00000,  36.00000,  33.00000,  61.00000,  56.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   8.00000,   7.30000,  10.00000,   9.20000,   3.00000,   2.80000,   2.00000,   1.80000,6629.10000,   0.00000,   0.00000,2139.00000, 480.00000,   0.00000,1139.00000, 585.00000,2285.00000,   0.42874,   0.37589,   0.34837,   0.45903,   0.37335,   0.47681,   0.12274,   0.49644,   0.47553,   0.52845,   0.18147,   0.24018,   0.25513,   0.60437,   0.19799,   0.36758,   0.50390,   0.49512,   0.37992,   0.20965,   0.26893,   0.35394,5601.50000,1403.91000,1559.16000, 635.55000,4042.34000, 768.36000,   4.00000,   5.00000,   2.00000,   5.00000,   0.00000,   5.00000,   6.00000,   8.00000,   0.00000,   1.00000,   1.00000,   5.00000,   1.00000,   3.00000,   2.00000,   8.00000,   8.00000,   0.00000,   1.00000,   3.00000,   4.00000,   0.00000,   0.00000,   2.00000,   2.00000,   1.00000,   2.00000,   2.00000,   1.00000,   1.00000,   4.00000,   0.00000,   3.00000,   1.00000,   2.00000,   1.00000,   3.00000,   2.00000,   4.00000,   6.00000,   0.03670,   0.04587,   0.01835,   0.04587,   0.00000,   0.04587,   0.05505,   0.07339,   0.00000,   0.00917,   0.00917,   0.04587,   0.00917,   0.02752,   0.01835,   0.07339,   0.07339,   0.00000,   0.00917,   0.02752,   0.03670,   0.00000,   0.00000,   0.01835,   0.01835,   0.00917,   0.01835,   0.01835,   0.00917,   0.00917,   0.03670,   0.00000,   0.02752,   0.00917,   0.01835,   0.00917,   0.02752,   0.01835,   0.03670,   0.05505
5e08_H,   2.00000,   1.80000,  41.00000,  37.60000,  75.00000,  68.80000,   0.00000,   0.00000,   1.00000,   0.90000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,  11.00000,  10.10000,  11.00000,  10.10000,   7.00000,   6.40000,   2.00000,   1.80000,6768.00000, 441.00000, 139.00000,2338.00000, 457.00000,   0.00000,1229.00000, 168.00000,1994.00000,   0.39756,   0.37621,   0.28462,   0.43428,   0.31057,   0.49110,   0.11822,   0.40971,   0.61762,   0.59042,   0.17315,   0.11097,   0.32919,   0.68272,   0.15755,   0.28482,   0.55483,   0.38194,   0.34594,   0.20533,   0.36404,   0.31924,5195.63000,1469.52000,1473.84000, 561.46000,3721.79000, 908.06000,   3.00000,   6.00000,   1.00000,   3.00000,   0.00000,   2.00000,   4.00000,  12.00000,   0.00000,   0.00000,   2.00000,   3.00000,   0.00000,   1.00000,   2.00000,   9.00000,   3.00000,   0.00000,   8.00000,   4.00000,   7.00000,   0.00000,   1.00000,   0.00000,   2.00000,   2.00000,   0.00000,   0.00000,   1.00000,   4.00000,   5.00000,   0.00000,   1.00000,   1.00000,   1.00000,   7.00000,   2.00000,   2.00000,   7.00000,   3.00000,   0.02752,   0.05505,   0.00917,   0.02752,   0.00000,   0.01835,   0.03670,   0.11009,   0.00000,   0.00000,   0.01835,   0.02752,   0.00000,   0.00917,   0.01835,   0.08257,   0.02752,   0.00000,   0.07339,   0.03670,   0.06422,   0.00000,   0.00917,   0.00000,   0.01835,   0.01835,   0.00000,   0.00000,   0.00917,   0.03670,   0.04587,   0.00000,   0.00917,   0.00917,   0.00917,   0.06422,   0.01835,   0.01835,   0.06422,   0.02752
5drz_H,   2.00000,   1.60000,  52.00000,  42.60000,  74.00000,  60.70000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.60000,   1.00000,   0.80000,   2.00000,   1.60000,   0.00000,   0.00000,   0.00000,   0.00000,   7.00000,   5.70000,   4.00000,   3.30000,   1.00000,   0.80000,   1.00000,   0.80000,6849.50000,   0.00000,  34.00000,2730.00000, 166.00000,   0.00000, 679.00000,1446.00000,1792.00000,   0.45822,   0.34310,   0.32258,   0.32544,   0.50482,   0.51870,   0.07934,   0.47345,   0.47127,   0.44284,   0.57967,   0.12536,   0.32880,   0.61367,   0.08564,   0.25471,   0.73908,   0.33555,   0.52265,   0.17971,   0.25942,   0.27151,5766.37000,1474.83000,1434.39000, 670.51000,4332.00000, 804.32000,   3.00000,   4.00000,   2.00000,  10.00000,   0.00000,   4.00000,   3.00000,   8.00000,   1.00000,   0.00000,   3.00000,   4.00000,   0.00000,   1.00000,   2.00000,   5.00000,   5.00000,   0.00000,   2.00000,   3.00000,   6.00000,   2.00000,   1.00000,   1.00000,   2.00000,   3.00000,   0.00000,   4.00000,   0.00000,   3.00000,   5.00000,   0.00000,   1.00000,   3.00000,   0.00000,   4.00000,   0.00000,   3.00000,   6.00000,   6.00000,   0.02727,   0.03636,   0.01818,   0.09091,   0.00000,   0.03636,   0.02727,   0.07273,   0.00909,   0.00000,   0.02727,   0.03636,   0.00000,   0.00909,   0.01818,   0.04545,   0.04545,   0.00000,   0.01818,   0.02727,   0.05455,   0.01818,   0.00909,   0.00909,   0.01818,   0.02727,   0.00000,   0.03636,   0.00000,   0.02727,   0.04545,   0.00000,   0.00909,   0.02727,   0.00000,   0.03636,   0.00000,   0.02727,   0.05455,   0.05455
5drz_B,   0.00000,   0.00000,  51.00000,  41.80000,  83.00000,  68.00000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.60000,   1.00000,   0.80000,   2.00000,   1.60000,   0.00000,   0.00000,   0.00000,   0.00000,  15.00000,  12.30000,   7.00000,   5.70000,   0.00000,   0.00000,   2.00000,   1.60000,6698.40000,   0.00000,   0.00000,2617.00000, 417.00000,   0.00000, 920.00000,1165.00000,1578.00000,   0.45816,   0.32979,   0.32267,   0.32105,   0.48117,   0.52245,   0.08112,   0.47103,   0.47103,   0.39910,   0.51929,   0.12335,   0.32499,   0.61608,   0.08340,   0.25401,   0.70548,   0.34492,   0.52000,   0.17883,   0.26064,   0.26888,5731.20000,1441.91000,1399.81000, 642.27000,4331.41000, 799.64000,   3.00000,   4.00000,   2.00000,  10.00000,   0.00000,   4.00000,   3.00000,   9.00000,   1.00000,   0.00000,   3.00000,   4.00000,   0.00000,   1.00000,   2.00000,   5.00000,   5.00000,   0.00000,   2.00000,   3.00000,   6.00000,   2.00000,   1.00000,   1.00000,   2.00000,   3.00000,   0.00000,   3.00000,   0.00000,   3.00000,   5.00000,   0.00000,   1.00000,   3.00000,   0.00000,   4.00000,   0.00000,   3.00000,   6.00000,   6.00000,   0.02727,   0.03636,   0.01818,   0.09091,   0.00000,   0.03636,   0.02727,   0.08182,   0.00909,   0.00000,   0.02727,   0.03636,   0.00000,   0.00909,   0.01818,   0.04545,   0.04545,   0.00000,   0.01818,   0.02727,   0.05455,   0.01818,   0.00909,   0.00909,   0.01818,   0.02727,   0.00000,   0.02727,   0.00000,   0.02727,   0.04545,   0.00000,   0.00909,   0.02727,   0.00000,   0.03636,   0.00000,   0.02727,   0.05455,   0.05455
5drx_H,   0.00000,   0.00000,  39.00000,  35.50000,  61.00000,  55.50000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   4.00000,   3.60000,   8.00000,   7.30000,   6.00000,   5.50000,   1.00000,   0.90000,7009.30000, 789.00000,   0.00000,2164.00000, 173.00000,   0.00000,1396.00000, 584.00000,1905.00000,   0.38562,   0.37708,   0.48125,   0.42532,   0.28539,   0.36830,   0.11800,   0.46084,   0.41407,   0.43341,   0.30261,   0.15303,   0.33580,   0.59485,   0.00000,   0.20844,   0.62751,   0.40296,   0.38616,   0.22492,   0.36143,   0.27797,5379.43000,1334.59000,1639.30000, 508.14000,3740.13000, 826.45000,   5.00000,   4.00000,   3.00000,   3.00000,   0.00000,   4.00000,   3.00000,   7.00000,   1.00000,   1.00000,   4.00000,   5.00000,   0.00000,   1.00000,   5.00000,   9.00000,   4.00000,   1.00000,   5.00000,   2.00000,   3.00000,   1.00000,   2.00000,   0.00000,   2.00000,   2.00000,   1.00000,   2.00000,   0.00000,   4.00000,   5.00000,   0.00000,   0.00000,   2.00000,   0.00000,   5.00000,   2.00000,   3.00000,   5.00000,   4.00000,   0.04545,   0.03636,   0.02727,   0.02727,   0.00000,   0.03636,   0.02727,   0.06364,   0.00909,   0.00909,   0.03636,   0.04545,   0.00000,   0.00909,   0.04545,   0.08182,   0.03636,   0.00909,   0.04545,   0.01818,   0.02727,   0.00909,   0.01818,   0.00000,   0.01818,   0.01818,   0.00909,   0.01818,   0.00000,   0.03636,   0.04545,   0.00000,   0.00000,   0.01818,   0.00000,   0.04545,   0.01818,   0.02727,   0.04545,   0.03636
5drx_A,   0.00000,   0.00000,  39.00000,  35.50000,  62.00000,  56.40000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   5.00000,   4.50000,   8.00000,   7.30000,   6.00000,   5.50000,   1.00000,   0.90000,6914.80000, 789.00000,   0.00000,2166.00000, 176.00000,   0.00000,1363.00000, 585.00000,1833.00000,   0.38317,   0.37861,   0.49271,   0.42690,   0.28084,   0.37403,   0.11696,   0.46582,   0.40294,   0.43238,   0.30027,   0.15966,   0.33069,   0.58991,   0.00000,   0.20207,   0.62738,   0.39736,   0.38394,   0.22047,   0.36064,   0.28114,5348.66000,1346.03000,1676.28000, 477.00000,3672.38000, 869.03000,   6.00000,   4.00000,   2.00000,   3.00000,   0.00000,   4.00000,   3.00000,   7.00000,   1.00000,   1.00000,   4.00000,   5.00000,   0.00000,   1.00000,   5.00000,   9.00000,   4.00000,   1.00000,   5.00000,   2.00000,   2.00000,   1.00000,   3.00000,   0.00000,   2.00000,   2.00000,   1.00000,   2.00000,   0.00000,   4.00000,   5.00000,   0.00000,   0.00000,   2.00000,   0.00000,   5.00000,   2.00000,   3.00000,   5.00000,   4.00000,   0.05455,   0.03636,   0.01818,   0.02727,   0.00000,   0.03636,   0.02727,   0.06364,   0.00909,   0.00909,   0.03636,   0.04545,   0.00000,   0.00909,   0.04545,   0.08182,   0.03636,   0.00909,   0.04545,   0.01818,   0.01818,   0.00909,   0.02727,   0.00000,   0.01818,   0.01818,   0.00909,   0.01818,   0.00000,   0.03636,   0.04545,   0.00000,   0.00000,   0.01818,   0.00000,   0.04545,   0.01818,   0.02727,   0.04545,   0.03636
5drw_A,   0.00000,   0.00000,  42.00000,  38.20000,  66.00000,  60.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.80000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   7.00000,   6.40000,   7.00000,   6.40000,   7.00000,   6.40000,   1.00000,   0.90000,6939.00000, 731.00000,   0.00000,2382.00000, 151.00000,   0.00000,1537.00000, 371.00000,1763.00000,   0.38687,   0.38703,   0.56555,   0.42182,   0.29137,   0.38513,   0.11500,   0.46336,   0.32670,   0.41627,   0.34364,   0.14315,   0.33307,   0.58297,   0.00000,   0.16959,   0.76254,   0.44207,   0.36699,   0.22091,   0.35709,   0.24687,5311.29000,1398.22000,1517.04000, 551.40000,3794.25000, 846.82000,   4.00000,   4.00000,   3.00000,   3.00000,   0.00000,   4.00000,   2.00000,   8.00000,   1.00000,   0.00000,   5.00000,   5.00000,   0.00000,   0.00000,   4.00000,   9.00000,   7.00000,   1.00000,   5.00000,   1.00000,   2.00000,   1.00000,   1.00000,   0.00000,   2.00000,   2.00000,   1.00000,   3.00000,   0.00000,   5.00000,   5.00000,   0.00000,   0.00000,   2.00000,   0.00000,   4.00000,   4.00000,   3.00000,   5.00000,   4.00000,   0.03636,   0.03636,   0.02727,   0.02727,   0.00000,   0.03636,   0.01818,   0.07273,   0.00909,   0.00000,   0.04545,   0.04545,   0.00000,   0.00000,   0.03636,   0.08182,   0.06364,   0.00909,   0.04545,   0.00909,   0.01818,   0.00909,   0.00909,   0.00000,   0.01818,   0.01818,   0.00909,   0.02727,   0.00000,   0.04545,   0.04545,   0.00000,   0.00000,   0.01818,   0.00000,   0.03636,   0.03636,   0.02727,   0.04545,   0.03636
5dr5_H,   0.00000,   0.00000,  41.00000,  37.30000,  69.00000,  62.70000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,  10.00000,   9.10000,  11.00000,  10.00000,   2.00000,   1.80000,   1.00000,   0.90000,6058.00000,   0.00000,  22.00000,1585.00000, 660.00000,   0.00000,1031.00000, 822.00000,1937.00000,   0.37774,   0.32490,   0.28751,   0.34440,   0.39214,   0.51705,   0.07989,   0.49034,   0.46227,   0.44965,   0.14701,   0.14016,   0.27583,   0.70171,   0.12498,   0.31702,   0.71386,   0.39593,   0.37004,   0.21872,   0.21991,   0.24652,4369.89000,1765.75000,1273.48000, 637.78000,3096.41000,1127.97000,   2.00000,   3.00000,   4.00000,   6.00000,   0.00000,   4.00000,   2.00000,  10.00000,   0.00000,   0.00000,   3.00000,   3.00000,   0.00000,   2.00000,   2.00000,   7.00000,   5.00000,   0.00000,   1.00000,   2.00000,   6.00000,   3.00000,   0.00000,   0.00000,   2.00000,   2.00000,   1.00000,   2.00000,   1.00000,   3.00000,   6.00000,   0.00000,   2.00000,   2.00000,   0.00000,   4.00000,   4.00000,   4.00000,   7.00000,   5.00000,   0.01818,   0.02727,   0.03636,   0.05455,   0.00000,   0.03636,   0.01818,   0.09091,   0.00000,   0.00000,   0.02727,   0.02727,   0.00000,   0.01818,   0.01818,   0.06364,   0.04545,   0.00000,   0.00909,   0.01818,   0.05455,   0.02727,   0.00000,   0.00000,   0.01818,   0.01818,   0.00909,   0.01818,   0.00909,   0.02727,   0.05455,   0.00000,   0.01818,   0.01818,   0.00000,   0.03636,   0.03636,   0.03636,   0.06364,   0.04545
5dk3_G,   0.00000,   0.00000,  40.00000,  36.40000,  64.00000,  58.20000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   8.20000,   9.00000,   8.20000,   3.00000,   2.70000,   1.00000,   0.90000,6535.20000,   0.00000,   0.00000,1926.00000, 442.00000,   0.00000,1394.00000, 673.00000,2101.00000,   0.40719,   0.37083,   0.26445,   0.37456,   0.47240,   0.44871,   0.10437,   0.54950,   0.51400,   0.49877,   0.00000,   0.11349,   0.25025,   0.54339,   0.22468,   0.34883,   0.55405,   0.43568,   0.38046,   0.22093,   0.23704,   0.41374,5473.45000,1504.16000,1548.75000, 598.88000,3924.70000, 905.28000,   2.00000,   2.00000,   5.00000,   5.00000,   0.00000,   5.00000,   3.00000,   8.00000,   0.00000,   0.00000,   1.00000,   7.00000,   1.00000,   2.00000,   2.00000,   7.00000,   7.00000,   1.00000,   2.00000,   6.00000,   4.00000,   3.00000,   1.00000,   1.00000,   2.00000,   1.00000,   1.00000,   2.00000,   0.00000,   1.00000,   4.00000,   0.00000,   3.00000,   4.00000,   1.00000,   1.00000,   3.00000,   2.00000,   7.00000,   3.00000,   0.01818,   0.01818,   0.04545,   0.04545,   0.00000,   0.04545,   0.02727,   0.07273,   0.00000,   0.00000,   0.00909,   0.06364,   0.00909,   0.01818,   0.01818,   0.06364,   0.06364,   0.00909,   0.01818,   0.05455,   0.03636,   0.02727,   0.00909,   0.00909,   0.01818,   0.00909,   0.00909,   0.01818,   0.00000,   0.00909,   0.03636,   0.00000,   0.02727,   0.03636,   0.00909,   0.00909,   0.02727,   0.01818,   0.06364,   0.02727
5dk3_B,   0.00000,   0.00000,  41.00000,  37.30000,  66.00000,  60.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   8.20000,   8.00000,   7.30000,   3.00000,   2.70000,   1.00000,   0.90000,6503.70000,   0.00000,  71.00000,1925.00000, 451.00000,   0.00000,1260.00000, 521.00000,2277.00000,   0.40723,   0.36824,   0.26511,   0.37420,   0.46947,   0.45203,   0.10126,   0.54596,   0.50342,   0.49979,   0.00000,   0.11722,   0.24898,   0.53286,   0.21994,   0.34790,   0.54353,   0.44023,   0.39056,   0.21982,   0.23661,   0.40604,5415.39000,1536.39000,1488.21000, 641.47000,3927.18000, 894.92000,   2.00000,   3.00000,   5.00000,   5.00000,   0.00000,   5.00000,   3.00000,   8.00000,   0.00000,   0.00000,   1.00000,   7.00000,   1.00000,   2.00000,   2.00000,   6.00000,   8.00000,   0.00000,   2.00000,   5.00000,   4.00000,   2.00000,   1.00000,   1.00000,   2.00000,   1.00000,   1.00000,   2.00000,   0.00000,   1.00000,   4.00000,   0.00000,   3.00000,   4.00000,   1.00000,   2.00000,   2.00000,   3.00000,   7.00000,   4.00000,   0.01818,   0.02727,   0.04545,   0.04545,   0.00000,   0.04545,   0.02727,   0.07273,   0.00000,   0.00000,   0.00909,   0.06364,   0.00909,   0.01818,   0.01818,   0.05455,   0.07273,   0.00000,   0.01818,   0.04545,   0.03636,   0.01818,   0.00909,   0.00909,   0.01818,   0.00909,   0.00909,   0.01818,   0.00000,   0.00909,   0.03636,   0.00000,   0.02727,   0.03636,   0.00909,   0.01818,   0.01818,   0.02727,   0.06364,   0.03636
5dhv_A,   2.00000,   1.80000,  43.00000,  39.10000,  68.00000,  61.80000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,  12.00000,  10.90000,   7.00000,   6.40000,   2.00000,   1.80000,   1.00000,   0.90000,6108.20000,   0.00000, 140.00000,2002.00000, 254.00000,   0.00000, 859.00000, 994.00000,1861.00000,   0.41194,   0.33663,   0.24723,   0.44398,   0.47074,   0.34218,   0.07859,   0.53274,   0.42543,   0.45606,   0.00000,   0.14457,   0.31411,   0.54271,   0.00000,   0.21031,   0.61856,   0.50920,   0.42924,   0.26453,   0.25316,   0.22426,4839.53000,1468.04000,1410.98000, 606.65000,3428.55000, 861.39000,   4.00000,   2.00000,   1.00000,   2.00000,   0.00000,   2.00000,   4.00000,  12.00000,   0.00000,   0.00000,   3.00000,   4.00000,   0.00000,   1.00000,   3.00000,   9.00000,  13.00000,   1.00000,   1.00000,   1.00000,   4.00000,   2.00000,   1.00000,   2.00000,   2.00000,   1.00000,   1.00000,   2.00000,   0.00000,   3.00000,   6.00000,   0.00000,   0.00000,   4.00000,   1.00000,   1.00000,   4.00000,   5.00000,   3.00000,   5.00000,   0.03636,   0.01818,   0.00909,   0.01818,   0.00000,   0.01818,   0.03636,   0.10909,   0.00000,   0.00000,   0.02727,   0.03636,   0.00000,   0.00909,   0.02727,   0.08182,   0.11818,   0.00909,   0.00909,   0.00909,   0.03636,   0.01818,   0.00909,   0.01818,   0.01818,   0.00909,   0.00909,   0.01818,   0.00000,   0.02727,   0.05455,   0.00000,   0.00000,   0.03636,   0.00909,   0.00909,   0.03636,   0.04545,   0.02727,   0.04545
5d7s_H,   0.00000,   0.00000,  40.00000,  36.40000,  70.00000,  63.60000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   8.00000,   7.30000,  13.00000,  11.80000,   2.00000,   1.80000,   3.00000,   2.70000,6108.00000,   0.00000,  93.00000,1653.00000, 623.00000,   0.00000,1436.00000, 407.00000,1897.00000,   0.35880,   0.37006,   0.40531,   0.34931,   0.27439,   0.44482,   0.08244,   0.51229,   0.40427,   0.47466,   0.00000,   0.12254,   0.28464,   0.64951,   0.11500,   0.30485,   0.72923,   0.34745,   0.35726,   0.17871,   0.26638,   0.26580,4532.31000,1565.34000,1681.47000, 607.06000,2850.84000, 958.28000,   6.00000,   4.00000,   3.00000,   3.00000,   0.00000,   4.00000,   2.00000,  12.00000,   0.00000,   0.00000,   2.00000,   4.00000,   0.00000,   2.00000,   2.00000,   6.00000,   4.00000,   0.00000,   2.00000,   3.00000,   4.00000,   2.00000,   2.00000,   0.00000,   2.00000,   2.00000,   2.00000,   4.00000,   0.00000,   2.00000,   6.00000,   0.00000,   2.00000,   3.00000,   0.00000,   5.00000,   2.00000,   4.00000,   5.00000,   4.00000,   0.05455,   0.03636,   0.02727,   0.02727,   0.00000,   0.03636,   0.01818,   0.10909,   0.00000,   0.00000,   0.01818,   0.03636,   0.00000,   0.01818,   0.01818,   0.05455,   0.03636,   0.00000,   0.01818,   0.02727,   0.03636,   0.01818,   0.01818,   0.00000,   0.01818,   0.01818,   0.01818,   0.03636,   0.00000,   0.01818,   0.05455,   0.00000,   0.01818,   0.02727,   0.00000,   0.04545,   0.01818,   0.03636,   0.04545,   0.03636
5d70_H,   0.00000,   0.00000,  44.00000,  39.30000,  74.00000,  66.10000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   8.00000,  10.00000,   8.90000,   3.00000,   2.70000,   2.00000,   1.80000,6026.40000,   0.00000,  83.00000,1731.00000, 335.00000,   0.00000,1652.00000, 416.00000,1815.00000,   0.37144,   0.30716,   0.27109,   0.33971,   0.26635,   0.50489,   0.07952,   0.49782,   0.46731,   0.39241,   0.00000,   0.12355,   0.24857,   0.69623,   0.42681,   0.30814,   0.66673,   0.40197,   0.33495,   0.18426,   0.19634,   0.22160,4126.51000,1693.67000,1224.85000, 647.47000,2901.66000,1046.20000,   2.00000,   3.00000,   1.00000,   4.00000,   0.00000,   4.00000,   3.00000,  10.00000,   0.00000,   0.00000,   2.00000,   3.00000,   1.00000,   2.00000,   2.00000,   7.00000,   5.00000,   0.00000,   1.00000,   2.00000,   5.00000,   3.00000,   2.00000,   0.00000,   2.00000,   2.00000,   1.00000,   5.00000,   0.00000,   2.00000,   6.00000,   0.00000,   1.00000,   3.00000,   0.00000,   6.00000,   3.00000,   4.00000,   5.00000,   6.00000,   0.01852,   0.02778,   0.00926,   0.03704,   0.00000,   0.03704,   0.02778,   0.09259,   0.00000,   0.00000,   0.01852,   0.02778,   0.00926,   0.01852,   0.01852,   0.06481,   0.04630,   0.00000,   0.00926,   0.01852,   0.04630,   0.02778,   0.01852,   0.00000,   0.01852,   0.01852,   0.00926,   0.04630,   0.00000,   0.01852,   0.05556,   0.00000,   0.00926,   0.02778,   0.00000,   0.05556,   0.02778,   0.03704,   0.04630,   0.05556
