pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
3pgf	H	L	0	A	protein	NA	maltose-binding periplasmic protein	MALTODEXTRIN BINDING PROTEIN/DE NOVO PROTEIN	11/01/10	Crystal structure of maltose bound MBP with a conformationally specific synthetic antigen binder (sAB)	ESCHERICHIA COLI; HOMO SAPIENS	homo sapiens	homo sapiens	escherichia coli	Kossiakoff, A.A., Duguid, E.M., Sandstrom, A.	2.1	X-RAY DIFFRACTION	0.227	0.177	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
3oaz	M	K	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/06/10	A non-self sugar mimic of the HIV glycan shield shows enhanced antigenicity	HOMO SAPIENS	homo sapiens	homo sapiens		Doores, K.J., Fulton, Z., Hong, V., Patel, M.K., Scanlan, C.N., Wormald, M.R., Finn, M.G., Burton, D.R., Wilson, I.A., Davis, B.G	1.75	X-RAY DIFFRACTION	0.217	0.176	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
3oaz	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/06/10	A non-self sugar mimic of the HIV glycan shield shows enhanced antigenicity	HOMO SAPIENS	homo sapiens	homo sapiens		Doores, K.J., Fulton, Z., Hong, V., Patel, M.K., Scanlan, C.N., Wormald, M.R., Finn, M.G., Burton, D.R., Wilson, I.A., Davis, B.G	1.75	X-RAY DIFFRACTION	0.217	0.176	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
3oau	H	L	0	H	carbohydrate	MAN	polysaccharide	IMMUNE SYSTEM	08/05/10	Antibody 2G12 Recognizes Di-Mannose Equivalently in Domain- and Non-Domain-Exchanged Forms, but only binds the HIV-1 Glycan Shield if Domain-Exchanged	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Doores, K.J., Fulton, Z., Huber, M., Wilson, I.A., Burton, D.R.	1.9	X-RAY DIFFRACTION	0.243	0.212	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
1gc1	H	L	0	G	protein	NA	envelope protein gp120	VIRAL PROTEIN/RECEPTOR/IMMUNE SYSTEM	06/15/98	HIV-1 GP120 CORE COMPLEXED WITH CD4 AND A NEUTRALIZING HUMAN ANTIBODY	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Kwong, P.D., Wyatt, R., Robinson, J., Sweet, R.W., Sodroski, J., Hendrickson, W.A.	2.5	X-RAY DIFFRACTION	0.302	0.210	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
1iqd	B	A	0	C	protein	NA	human factor viii	IMMUNE SYSTEM/BLOOD CLOTTING	07/21/01	Human Factor VIII C2 Domain complexed to human monoclonal BO2C11 Fab.	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Spiegel Jr., P.C., Jacquemin, M., Saint-Remy, J.M., Stoddard, B.L., Pratt, K.P.	2.0	X-RAY DIFFRACTION	0.253	0.203	False	False	IGHV1	IGKV3	Kappa	1.40E-11	-14.8	SPR	NA	9657749
4edw	H	L	0	V	protein	NA	beta-nerve growth factor	immune system	03/27/12	Nerve Growth Factor in Complex with Fab from humanized version of mouse mAb 911 (tanezumab)	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Eigenbrot, C., Ultsch, M.	2.48	X-RAY DIFFRACTION	0.249	0.200	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
4gxv	I	M	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/04/12	Crystal structure of anti-influenza virus antibody 1F1	HOMO SAPIENS	homo sapiens	homo sapiens		Ekiert, D.C., Wilson, I.A.	1.449	X-RAY DIFFRACTION	0.207	0.181	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
4gxv	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/04/12	Crystal structure of anti-influenza virus antibody 1F1	HOMO SAPIENS	homo sapiens	homo sapiens		Ekiert, D.C., Wilson, I.A.	1.449	X-RAY DIFFRACTION	0.207	0.181	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
1om3	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/24/03	FAB 2G12 unliganded	HOMO SAPIENS	homo sapiens	homo sapiens		Calarese, D.A., Scanlan, C.N., Zwick, M.B., Deechongkit, S., Mimura, Y., Kunert, R., Stanfield, R.L., Kelly, J.W., Rudd, P.M., Dwek, R.A., Katinger, H., Burton, D.R., Wilson, I.A.	2.2	X-RAY DIFFRACTION	0.266	0.225	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
1om3	K	M	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/24/03	FAB 2G12 unliganded	HOMO SAPIENS	homo sapiens	homo sapiens		Calarese, D.A., Scanlan, C.N., Zwick, M.B., Deechongkit, S., Mimura, Y., Kunert, R., Stanfield, R.L., Kelly, J.W., Rudd, P.M., Dwek, R.A., Katinger, H., Burton, D.R., Wilson, I.A.	2.2	X-RAY DIFFRACTION	0.266	0.225	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
3grw	H	L	0	A	protein	NA	fibroblast growth factor receptor 3	TRANSFERASE/IMMUNE SYSTEM	03/26/09	FGFR3 in complex with a Fab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Wiesmann, C.	2.1	X-RAY DIFFRACTION	0.228	0.189	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
3u30	F	E	0	D	protein	NA	linear di-ubiquitin	IMMUNE SYSTEM	10/04/11	Crystal structure of a linear-specific Ubiquitin fab bound to linear ubiquitin	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Matsumoto, M.L., Dong, K.C., Yu, C., Phu,L, Gao, X., Hannoush, R.N., Hymowitz, S.G., Kirkpatrick, D.S., Dixit, V.M., Kelley, R.F.	2.428	X-RAY DIFFRACTION	0.258	0.229	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
3u30	C	B	0	A	protein	NA	linear di-ubiquitin	IMMUNE SYSTEM	10/04/11	Crystal structure of a linear-specific Ubiquitin fab bound to linear ubiquitin	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Matsumoto, M.L., Dong, K.C., Yu, C., Phu,L, Gao, X., Hannoush, R.N., Hymowitz, S.G., Kirkpatrick, D.S., Dixit, V.M., Kelley, R.F.	2.428	X-RAY DIFFRACTION	0.258	0.229	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4fze	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/06/12	Crystal structure of N26_i1 Fab, an ADCC mediating anti-HIV-1 antibody.	HOMO SAPIENS	homo sapiens	homo sapiens		Tolbert, W.D., Wu, X., Pazgier, M.	1.999	X-RAY DIFFRACTION	0.245	0.186	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
5d70	H	L	0	A	protein	NA	granulocyte-macrophage colony-stimulating factor	IMMUNE SYSTEM	08/13/15	Crystal structure of MOR03929, a neutralizing anti-human GM-CSF antibody Fab fragment in complex with human GM-CSF	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Eylenstein, R., Weinfurtner, D., Steidl, S., Boettcher, J., Augustin, M.	2.06	X-RAY DIFFRACTION	0.222	0.190	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
5d71	H	L	0	A	protein	NA	granulocyte-macrophage colony-stimulating factor	IMMUNE SYSTEM	08/13/15	Crystal structure of MOR04302, a neutralizing anti-human GM-CSF antibody Fab fragment in complex with human GM-CSF	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Eylenstein, R., Weinfurtner, D., Steidl, S., Boettcher, J., Augustin, M.	2.25	X-RAY DIFFRACTION	0.219	0.180	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
5b71	B	A	0	E	protein	NA	complement c5 beta chain	IMMUNE SYSTEM	06/03/16	Crystal structure of complement C5 in complex with SKY59	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Irie, M., Shimizu, Y., Sampei, Z., Fukuzawa, T.	2.11	X-RAY DIFFRACTION	0.285	0.246	False	True	unknown	IGKV1	Kappa	None	None	None	None	None
5b71	D	C	0	F	protein	NA	complement c5 beta chain	IMMUNE SYSTEM	06/03/16	Crystal structure of complement C5 in complex with SKY59	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Irie, M., Shimizu, Y., Sampei, Z., Fukuzawa, T.	2.11	X-RAY DIFFRACTION	0.285	0.246	False	True	unknown	IGKV1	Kappa	None	None	None	None	None
3b2u	J	K	0	I	protein	NA	epidermal growth factor receptor	IMMUNE SYSTEM/TRANSFERASE	10/19/07	Crystal structure of isolated domain III of the extracellular region of the epidermal growth factor receptor in complex with the Fab fragment of IMC-11F8	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ferguson, K.M., Li, S., Kussie, P.	2.58	X-RAY DIFFRACTION	0.291	0.227	False	True	IGHV4	IGKV3	Kappa	1.00E-09	-12.27	SPR	25	18275813
3b2u	C	D	0	B	protein	NA	epidermal growth factor receptor	IMMUNE SYSTEM/TRANSFERASE	10/19/07	Crystal structure of isolated domain III of the extracellular region of the epidermal growth factor receptor in complex with the Fab fragment of IMC-11F8	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ferguson, K.M., Li, S., Kussie, P.	2.58	X-RAY DIFFRACTION	0.291	0.227	False	True	IGHV4	IGKV3	Kappa	1.00E-09	-12.27	SPR	25	18275813
3b2u	W	X	0	V	protein	NA	epidermal growth factor receptor	IMMUNE SYSTEM/TRANSFERASE	10/19/07	Crystal structure of isolated domain III of the extracellular region of the epidermal growth factor receptor in complex with the Fab fragment of IMC-11F8	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ferguson, K.M., Li, S., Kussie, P.	2.58	X-RAY DIFFRACTION	0.291	0.227	False	True	IGHV4	IGKV3	Kappa	1.00E-09	-12.27	SPR	25	18275813
3b2u	F	G	0	E	protein	NA	epidermal growth factor receptor	IMMUNE SYSTEM/TRANSFERASE	10/19/07	Crystal structure of isolated domain III of the extracellular region of the epidermal growth factor receptor in complex with the Fab fragment of IMC-11F8	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ferguson, K.M., Li, S., Kussie, P.	2.58	X-RAY DIFFRACTION	0.291	0.227	False	True	IGHV4	IGKV3	Kappa	1.00E-09	-12.27	SPR	25	18275813
3b2u	H	L	0	A	protein	NA	epidermal growth factor receptor	IMMUNE SYSTEM/TRANSFERASE	10/19/07	Crystal structure of isolated domain III of the extracellular region of the epidermal growth factor receptor in complex with the Fab fragment of IMC-11F8	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ferguson, K.M., Li, S., Kussie, P.	2.58	X-RAY DIFFRACTION	0.291	0.227	False	True	IGHV4	IGKV3	Kappa	1.00E-09	-12.27	SPR	25	18275813
3b2u	T	U	0	S	protein	NA	epidermal growth factor receptor	IMMUNE SYSTEM/TRANSFERASE	10/19/07	Crystal structure of isolated domain III of the extracellular region of the epidermal growth factor receptor in complex with the Fab fragment of IMC-11F8	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ferguson, K.M., Li, S., Kussie, P.	2.58	X-RAY DIFFRACTION	0.291	0.227	False	True	IGHV4	IGKV3	Kappa	1.00E-09	-12.27	SPR	25	18275813
3b2u	Q	R	0	P	protein	NA	epidermal growth factor receptor	IMMUNE SYSTEM/TRANSFERASE	10/19/07	Crystal structure of isolated domain III of the extracellular region of the epidermal growth factor receptor in complex with the Fab fragment of IMC-11F8	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ferguson, K.M., Li, S., Kussie, P.	2.58	X-RAY DIFFRACTION	0.291	0.227	False	True	IGHV4	IGKV3	Kappa	1.00E-09	-12.27	SPR	25	18275813
3b2u	N	O	0	M	protein	NA	epidermal growth factor receptor	IMMUNE SYSTEM/TRANSFERASE	10/19/07	Crystal structure of isolated domain III of the extracellular region of the epidermal growth factor receptor in complex with the Fab fragment of IMC-11F8	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Ferguson, K.M., Li, S., Kussie, P.	2.58	X-RAY DIFFRACTION	0.291	0.227	False	True	IGHV4	IGKV3	Kappa	1.00E-09	-12.27	SPR	25	18275813
4hha	B	A	0	P	peptide	NA	glycoprotein b	IMMUNE SYSTEM	10/09/12	Anti-Human Cytomegalovirus (HCMV) Fab KE5 with epitope peptide AD-2S1	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human herpesvirus 5	Bryson, S., Risnes, L., Damgupta, S., Thomson, C.A., Pfoh, R., Schrader, J.W., Pai, E.F.	1.6	X-RAY DIFFRACTION	0.226	0.213	False	False	IGHV3	IGKV3	Kappa	None	None	None
5cex	D	C	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/07/15	Crystal Structure of Fab 32H+109L, a putative precursor of the PGT121 family of potent HIV-1 antibodies	HOMO SAPIENS	homo sapiens	homo sapiens		Garces, F., Wilson, I.A.	2.105	X-RAY DIFFRACTION	0.244	0.200	False	True	IGHV4	IGLV3	Lambda	None	None	None	None	None
5cex	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/07/15	Crystal Structure of Fab 32H+109L, a putative precursor of the PGT121 family of potent HIV-1 antibodies	HOMO SAPIENS	homo sapiens	homo sapiens		Garces, F., Wilson, I.A.	2.105	X-RAY DIFFRACTION	0.244	0.200	False	True	IGHV4	IGLV3	Lambda	None	None	None	None	None
4jpi	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/19/13	Crystal structure of a putative VRC01 germline precursor Fab	HOMO SAPIENS				Julien, J.-P., Diwanji, D.C., Jardine, J., Schief, W.R., Wilson, I.A.	2.1	X-RAY DIFFRACTION	0.214	0.175	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
4jpi	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/19/13	Crystal structure of a putative VRC01 germline precursor Fab	HOMO SAPIENS				Julien, J.-P., Diwanji, D.C., Jardine, J., Schief, W.R., Wilson, I.A.	2.1	X-RAY DIFFRACTION	0.214	0.175	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
4f57	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/12/12	Fab structure of a neutralizing antibody L1 from an early subtype A HIV-1 infected patient	HOMO SAPIENS	homo sapiens	homo sapiens		Pan, R.M., Kong, X.P.	1.7	X-RAY DIFFRACTION	0.209	0.186	False	False	IGHV3	IGLV2	Lambda	None	None	None	None	None
1w72	H	L	0	A | C	protein | peptide	NA | NA	hla class i histocompatibility antigen | melanoma-associated antigen 1	IMMUNE SYSTEM	08/27/04	Crystal structure of HLA-A1:MAGE-A1 in complex with Fab-Hyb3	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens | homo sapiens	Hulsmeyer, M., Chames, P., Hillig, R.C., Stanfield, R.L., Held, G., Coulie, P.G., Alings, C., Wille, G., Saenger, W., Ziegler, B.Uchanska-, Hoogenboom, H.R., Zieger, A.	2.15	X-RAY DIFFRACTION	0.248	0.182	False	True	IGHV3	IGLV3	Lambda	1.40e-08	-10.71	15537658
1w72	I	M	0	D | F	protein | peptide	NA | NA	hla class i histocompatibility antigen | melanoma-associated antigen 1	IMMUNE SYSTEM	08/27/04	Crystal structure of HLA-A1:MAGE-A1 in complex with Fab-Hyb3	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens | homo sapiens	Hulsmeyer, M., Chames, P., Hillig, R.C., Stanfield, R.L., Held, G., Coulie, P.G., Alings, C., Wille, G., Saenger, W., Ziegler, B.Uchanska-, Hoogenboom, H.R., Zieger, A.	2.15	X-RAY DIFFRACTION	0.248	0.182	False	True	IGHV3	IGLV3	Lambda	1.40e-08	-10.71	15537658
4f58	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/12/12	Fab structure of a neutralizing antibody L3 from an early subtype A HIV-1 infected patient	HOMO SAPIENS	homo sapiens	homo sapiens		Pan, R.M., Kong, X.P.	2.488	X-RAY DIFFRACTION	0.256	0.208	False	False	IGHV3	IGLV2	Lambda	None	None	None	None	None
4f58	J	N	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/12/12	Fab structure of a neutralizing antibody L3 from an early subtype A HIV-1 infected patient	HOMO SAPIENS	homo sapiens	homo sapiens		Pan, R.M., Kong, X.P.	2.488	X-RAY DIFFRACTION	0.256	0.208	False	False	IGHV3	IGLV2	Lambda	None	None	None	None	None
4f58	I	M	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/12/12	Fab structure of a neutralizing antibody L3 from an early subtype A HIV-1 infected patient	HOMO SAPIENS	homo sapiens	homo sapiens		Pan, R.M., Kong, X.P.	2.488	X-RAY DIFFRACTION	0.256	0.208	False	False	IGHV3	IGLV2	Lambda	None	None	None	None	None
4f58	K	O	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/12/12	Fab structure of a neutralizing antibody L3 from an early subtype A HIV-1 infected patient	HOMO SAPIENS	homo sapiens	homo sapiens		Pan, R.M., Kong, X.P.	2.488	X-RAY DIFFRACTION	0.256	0.208	False	False	IGHV3	IGLV2	Lambda	None	None	None	None	None
4nzr	H	L	0	M	protein	NA	protein m td	IMMUNE SYSTEM/PROTEIN BINDING	12/12/13	Crystal structure of the antibody-binding region of Protein M (Protein M TD) in complex with anti-HIV antibody PGT135 Fab	HOMO SAPIENS; MYCOPLASMA GENITALIUM	homo sapiens	homo sapiens	mycoplasma genitalium	Zhu, X., Wilson, I.A.	1.65	X-RAY DIFFRACTION	0.186	0.154	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
4nzt	H	L	0	M	protein	NA	protein m td	PROTEIN BINDING/IMMUNE SYSTEM	12/12/13	Crystal structure of the antibody-binding region of Protein M (Protein M TD) in complex with anti-infleunza hemagglutinin antibody CR9114 Fab	MYCOPLASMA GENITALIUM; HOMO SAPIENS	homo sapiens	homo sapiens	mycoplasma genitalium	Zhu, X., Wilson, I.A.	2.497	X-RAY DIFFRACTION	0.246	0.177	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
4nzu	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/12/13	Crystal structure of the primary monoclonal antibody 13PL Fab' from a multiple myeloma patient	HOMO SAPIENS	homo sapiens	homo sapiens		Zhu, X., Wilson, I.A.	1.2	X-RAY DIFFRACTION	0.163	0.136	False	False	IGHV3	IGKV1	Kappa	None	None	None	None	None
4ogx	H	L	0	A	protein	NA	plasma kallikrein	HYDROLASE/ANTIBODY	01/16/14	Crystal structure of Fab DX-2930 in complex with human plasma kallikrein at 2.4 Angstrom resolution	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Edwards, T.E., Clifton, M.C., Abendroth, J., Nixon, A., Ladner, R.	2.4	X-RAY DIFFRACTION	0.236	0.185	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
5u15	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/27/16	Crystal Structure of DH270.UCA3 (unliganded) from the DH270 Broadly Neutralizing N332-glycan Dependent Lineage	HOMO SAPIENS	homo sapiens	homo sapiens		Fera, D., Harrison, S.C.	2.26	X-RAY DIFFRACTION	0.255	0.216	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
5u15	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/27/16	Crystal Structure of DH270.UCA3 (unliganded) from the DH270 Broadly Neutralizing N332-glycan Dependent Lineage	HOMO SAPIENS	homo sapiens	homo sapiens		Fera, D., Harrison, S.C.	2.26	X-RAY DIFFRACTION	0.255	0.216	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
5ggq	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/16/16	Crystal structure of Nivolumab Fab fragment		homo sapiens	homo sapiens		Heo, Y.S.	1.9	X-RAY DIFFRACTION	0.226	0.196	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
5ggs	C	D	0	Y	protein	NA	programmed cell death protein 1	IMMUNE SYSTEM	06/16/16	PD-1 in complex with pembrolizumab Fab	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Heo, Y.S.	1.997	X-RAY DIFFRACTION	0.228	0.180	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
5ggs	A	B	0	Z	protein	NA	programmed cell death protein 1	IMMUNE SYSTEM	06/16/16	PD-1 in complex with pembrolizumab Fab	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Heo, Y.S.	1.997	X-RAY DIFFRACTION	0.228	0.180	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
5ggu	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/16/16	Crystal structure of tremelimumab Fab		homo sapiens	homo sapiens		Heo, Y.S.	2.292	X-RAY DIFFRACTION	0.243	0.185	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
5ggu	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/16/16	Crystal structure of tremelimumab Fab		homo sapiens	homo sapiens		Heo, Y.S.	2.292	X-RAY DIFFRACTION	0.243	0.185	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4ut7	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/18/14	CRYSTAL STRUCTURE OF THE SCFV FRAGMENT OF THE BROADLY NEUTRALIZING  HUMAN ANTIBODY EDE2 A11	HOMO SAPIENS	homo sapiens	homo sapiens		ROUVINSKI, A., GUARDADO-CALVO, P., BARBA-SPAETH, G., DUQUERROY, S., VANEY, M.C., REY, F.A.	1.7	X-RAY DIFFRACTION	0.1909	0.1602	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
4ptt	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/11/14	Crystal Structure of anti-23F strep Fab C05	HOMO SAPIENS	homo sapiens	homo sapiens		Bryson, S., Risnes, L., Damgupta, S., Thomson, C.A., Smith, K., Schrader, J.W., Pai, E.F.	1.8	X-RAY DIFFRACTION	0.196	0.171	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
3c2a	I	M	0	Q	peptide	NA	envelope glycoprotein	IMMUNE SYSTEM	01/24/08	Antibody Fab fragment 447-52D in complex with UG1033 peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens		Dhillon, A.K., Stanfield, R.L., Wilson, I.A.	2.1	X-RAY DIFFRACTION	0.298	0.240	False	False	IGHV3	IGLV1	Lambda	None	None	None	None	None
3c2a	H	L	0	P	peptide	NA	envelope glycoprotein	IMMUNE SYSTEM	01/24/08	Antibody Fab fragment 447-52D in complex with UG1033 peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens		Dhillon, A.K., Stanfield, R.L., Wilson, I.A.	2.1	X-RAY DIFFRACTION	0.298	0.240	False	False	IGHV3	IGLV1	Lambda	None	None	None	None	None
3fzu	C	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/26/09	IgG1 Fab characterized by H/D exchange	HOMO SAPIENS	homo sapiens	homo sapiens		Arndt, J., Houde, D., Domeier, W., Berkowitz, S., Engen, J.R.	2.5	X-RAY DIFFRACTION	0.261	0.210	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
3fzu	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/26/09	IgG1 Fab characterized by H/D exchange	HOMO SAPIENS	homo sapiens	homo sapiens		Arndt, J., Houde, D., Domeier, W., Berkowitz, S., Engen, J.R.	2.5	X-RAY DIFFRACTION	0.261	0.210	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
5ies	H	L	0	C	protein	NA	germline-targeting hiv-1 gp120 engineered outer domain eod-gt8 	IMMUNE SYSTEM/ VIRAL PROTEIN	02/25/16	Crystal structure of VRC01c-HuGL2 Fab from an HIV-1 naive donor in complex with with a germline-targeting gp120 engineered outer domain eOD-GT8 at 2.16 A	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Sarkar, A., Wilson, I.A.	2.16	X-RAY DIFFRACTION	0.214	0.189	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
2qqn	H	L	0	A	protein	NA	neuropilin-1	SIGNALING PROTEIN	07/26/07	Neuropilin-1 b1 Domain in Complex with a VEGF-Blocking Fab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Appleton, B.A., Wiesmann, C.	2.2	X-RAY DIFFRACTION	0.207	0.159	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4ogy	H	L	0	A	protein	NA	plasma kallikrein	HYDROLASE/ANTIBODY	01/16/14	Crystal structure of Fab DX-2930 in complex with human plasma kallikrein at 2.1 Angstrom resolution	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Edwards, T.E., Clifton, M.C., Abendroth, J., Nixon, A., Ladner, R.	2.1	X-RAY DIFFRACTION	0.221	0.183	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4ogy	M	N	0	B	protein	NA	plasma kallikrein	HYDROLASE/ANTIBODY	01/16/14	Crystal structure of Fab DX-2930 in complex with human plasma kallikrein at 2.1 Angstrom resolution	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Edwards, T.E., Clifton, M.C., Abendroth, J., Nixon, A., Ladner, R.	2.1	X-RAY DIFFRACTION	0.221	0.183	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
5hi3	H	L	0	B	protein	NA	interleukin-17a	IMMUNE SYSTEM/INHIBITOR	01/11/16	Binding site elucidation and structure guided design of macrocyclic IL-17A antagonists	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Liu, S.	2.15	X-RAY DIFFRACTION	0.231	0.197	False	True	IGHV3	IGLV6	Lambda	None	None	None	None	None
5hi3	C	D	0	A	protein	NA	interleukin-17a	IMMUNE SYSTEM/INHIBITOR	01/11/16	Binding site elucidation and structure guided design of macrocyclic IL-17A antagonists	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Liu, S.	2.15	X-RAY DIFFRACTION	0.231	0.197	False	True	IGHV3	IGLV6	Lambda	None	None	None	None	None
5hi4	C	D	0	B	protein	NA	interleukin-17a	IMMUNE SYSTEM/INHIBITOR	01/11/16	Binding site elucidation and structure guided design of macrocyclic IL-17A antagonists	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Liu, S.	1.8	X-RAY DIFFRACTION	0.224	0.200	False	True	IGHV3	IGLV6	Lambda	None	None	None	None	None
5hi4	H	L	0	A	protein	NA	interleukin-17a	IMMUNE SYSTEM/INHIBITOR	01/11/16	Binding site elucidation and structure guided design of macrocyclic IL-17A antagonists	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Liu, S.	1.8	X-RAY DIFFRACTION	0.224	0.200	False	True	IGHV3	IGLV6	Lambda	None	None	None	None	None
